session_id,trade_id,asset,direction,amount,expiration_seconds,entry_time_utc,entry_time_epoch,exit_time_utc,exit_time_epoch,entry_price,exit_price,outcome,profit,payout_pct,strategy_level,confidence,signal_time_epoch,signal_time_drift_seconds,signal_price,signal_oteo_score,signal_base_oteo_score,signal_confidence,signal_manipulation,signal_level2_enabled,signal_level2_score_adjustment,signal_level2_suppressed_reason,signal_level3_enabled,signal_level3_score_adjustment,signal_level3_suppressed_reason,signal_regime_label,signal_regime_confidence,signal_regime_stable,tick_file_verified,tick_file_path
auto_ghost_1781306703,eafbe6a5-bdd5-4ec7-8bd3-d7445ec901bd,EURJPY_otc,CALL,20.0,60,2026-06-13 02:47:31 UTC,1781318851.705,2026-06-13 02:48:32 UTC,1781318912.325,190.112,190.103,loss,-20.0,92.0,level3,HIGH,1781318851.705,0.0,190.112,89.6,89.6,HIGH,True,True,8.0,—,False,2.0,—,TREND_REVERSAL,100.0,False,True,app\data\tick_logs\EURJPY_otc\2026-06-13.jsonl
auto_ghost_1781306703,c6838a47-ff55-4d42-aa0b-ac452353a6ad,EURNZD_otc,CALL,20.0,60,2026-06-13 02:48:06 UTC,1781318886.121,2026-06-13 02:49:02 UTC,1781318942.843,2.00967,2.01093,win,18.400000000000002,92.0,level3,HIGH,1781318886.121,0.0,2.00967,95.9,95.9,HIGH,True,True,15.0,—,False,5.3,—,RANGE_BOUND,72.2,False,True,app\data\tick_logs\EURNZD_otc\2026-06-13.jsonl
auto_ghost_1781306703,b598ae91-9666-4a98-b9f3-4a2aba09b36a,EURNZD_otc,CALL,20.0,60,2026-06-13 02:50:03 UTC,1781319003.929,2026-06-13 02:51:03 UTC,1781319063.502,2.00984,2.01093,win,18.400000000000002,92.0,level3,HIGH,1781319003.929,0.0,2.00984,96.4,96.4,HIGH,True,True,15.0,—,False,1.4,—,RANGE_BOUND,74.0,False,True,app\data\tick_logs\EURNZD_otc\2026-06-13.jsonl
auto_ghost_1781306703,c1c2a2ef-5b32-45c0-a5c5-9e7c37b9fcc8,GBPUSD_otc,CALL,20.0,60,2026-06-13 02:51:00 UTC,1781319060.498,2026-06-13 02:51:59 UTC,1781319119.239,1.32237,1.32258,win,18.400000000000002,92.0,level3,MEDIUM,1781319060.498,0.0,1.32237,88.0,88.0,MEDIUM,False,True,19.0,—,False,-12.0,—,STRONG_MOMENTUM,100.0,True,True,app\data\tick_logs\GBPUSD_otc\2026-06-13.jsonl
auto_ghost_1781306703,43f80784-2ab2-41d5-bdac-1532b58ae43c,AUDUSD_otc,PUT,20.0,60,2026-06-13 02:51:40 UTC,1781319100.656,2026-06-13 02:52:39 UTC,1781319159.218,0.72283,0.72243,win,18.400000000000002,92.0,level3,HIGH,1781319100.656,0.0,0.72283,88.0,88.0,HIGH,False,True,4.0,—,False,2.4,—,TREND_PULLBACK,81.4,True,True,app\data\tick_logs\AUDUSD_otc\2026-06-13.jsonl
auto_ghost_1781306703,c0301d67-2234-47a3-be5c-a6f4de36db55,GBPUSD_otc,CALL,20.0,60,2026-06-13 02:53:00 UTC,1781319180.483,2026-06-13 02:54:00 UTC,1781319240.163,1.32222,1.32166,loss,-20.0,92.0,level3,MEDIUM,1781319180.483,0.0,1.32222,88.0,88.0,MEDIUM,False,True,21.0,—,False,-12.0,—,STRONG_MOMENTUM,100.0,True,True,app\data\tick_logs\GBPUSD_otc\2026-06-13.jsonl
auto_ghost_1781306703,5cf484c5-dd95-4cdc-af2e-4bb59d12e199,GBPJPY_otc,CALL,20.0,60,2026-06-13 02:53:21 UTC,1781319201.092,2026-06-13 02:54:20 UTC,1781319260.051,209.906,209.85,loss,-20.0,92.0,level3,HIGH,1781319201.092,0.0,209.906,95.7,95.7,HIGH,True,True,9.0,—,False,2.0,—,TREND_REVERSAL,100.0,False,True,app\data\tick_logs\GBPJPY_otc\2026-06-13.jsonl
auto_ghost_1781306703,d6c5233f-29f9-46f2-853f-2beea979e8a8,EURJPY_otc,PUT,20.0,60,2026-06-13 02:54:33 UTC,1781319273.735,2026-06-13 02:55:30 UTC,1781319330.761,190.184,190.244,loss,-20.0,85.0,level3,HIGH,1781319273.735,0.0,190.184,95.0,95.0,HIGH,True,True,11.0,—,False,5.0,—,TREND_REVERSAL,100.0,True,True,app\data\tick_logs\EURJPY_otc\2026-06-13.jsonl
auto_ghost_1781306703,99a9b06a-2919-4a8f-8241-2926719fd6c2,GBPJPY_otc,CALL,20.0,60,2026-06-13 02:55:56 UTC,1781319356.085,2026-06-13 02:56:56 UTC,1781319416.108,209.786,209.886,win,18.400000000000002,92.0,level3,HIGH,1781319356.085,0.0,209.786,94.4,94.4,HIGH,True,True,8.0,—,False,5.0,—,TREND_REVERSAL,100.0,True,True,app\data\tick_logs\GBPJPY_otc\2026-06-13.jsonl
auto_ghost_1781306703,3aaf3e6b-d426-4482-9022-8d0b5f96abab,CADCHF_otc,CALL,20.0,60,2026-06-13 02:56:48 UTC,1781319408.639,2026-06-13 02:57:46 UTC,1781319466.849,0.62506,0.62467,loss,-20.0,92.0,level3,MEDIUM,1781319408.639,0.0,0.62506,77.3,77.3,MEDIUM,True,True,8.0,—,False,-12.0,—,STRONG_MOMENTUM,100.0,True,True,app\data\tick_logs\CADCHF_otc\2026-06-13.jsonl
auto_ghost_1781306703,d5e156e2-6694-4e9a-b8c5-27b6ab68ef7d,EURNZD_otc,PUT,20.0,60,2026-06-13 02:57:06 UTC,1781319426.164,2026-06-13 02:58:06 UTC,1781319486.926,2.01182,2.01191,loss,-20.0,92.0,level3,HIGH,1781319426.164,0.0,2.01182,90.1,90.1,HIGH,True,True,1.0,—,False,4.8,—,RANGE_BOUND,80.0,True,True,app\data\tick_logs\EURNZD_otc\2026-06-13.jsonl
auto_ghost_1781306703,ac0e07f5-12a4-48e7-a5aa-2b27cc1b0b42,GBPJPY_otc,CALL,20.0,60,2026-06-13 03:03:26 UTC,1781319806.533,2026-06-13 03:04:25 UTC,1781319865.07,209.983,210.186,win,18.400000000000002,92.0,level3,HIGH,1781319806.533,0.0,209.983,88.3,88.3,HIGH,True,True,-2.0,—,False,5.0,—,TREND_REVERSAL,100.0,True,True,app\data\tick_logs\GBPJPY_otc\2026-06-13.jsonl
auto_ghost_1781306703,f9d56491-1475-45b5-8440-6781b59915e0,LBPUSD_otc,PUT,20.0,60,2026-06-13 03:03:36 UTC,1781319816.026,2026-06-13 03:04:35 UTC,1781319875.079,1.3933e-05,1.3966e-05,loss,-20.0,92.0,level3,HIGH,1781319816.026,0.0,1.3933e-05,81.6,81.6,HIGH,False,True,0.0,—,False,0.0,—,—,—,—,True,app\data\tick_logs\LBPUSD_otc\2026-06-13.jsonl
auto_ghost_1781306703,5e4325fb-622f-497d-9d8d-8043d0c8540d,GBPUSD_otc,CALL,20.0,60,2026-06-13 03:09:47 UTC,1781320187.958,2026-06-13 03:10:44 UTC,1781320244.062,1.31981,1.31986,win,18.400000000000002,92.0,level3,MEDIUM,1781320187.958,0.0,1.31981,81.6,81.6,MEDIUM,False,True,-5.0,—,False,5.0,—,TREND_REVERSAL,100.0,True,True,app\data\tick_logs\GBPUSD_otc\2026-06-13.jsonl
auto_ghost_1781306703,9c3137c5-3bff-449d-acf4-f2a18d8033d1,EURNZD_otc,CALL,20.0,60,2026-06-13 03:10:18 UTC,1781320218.542,2026-06-13 03:11:19 UTC,1781320279.084,2.00772,2.00792,win,17.8,89.0,level3,HIGH,1781320218.542,0.0,2.00772,95.1,95.1,HIGH,True,True,6.0,—,False,3.9,—,RANGE_BOUND,65.4,True,True,app\data\tick_logs\EURNZD_otc\2026-06-13.jsonl
auto_ghost_1781306703,1a3b67d7-94ee-43dc-8c24-f3b1072bbcb6,AUDUSD_otc,CALL,20.0,60,2026-06-13 03:16:15 UTC,1781320575.98,2026-06-13 03:17:13 UTC,1781320633.159,0.72301,0.72264,loss,-20.0,92.0,level3,HIGH,1781320575.98,0.0,0.72301,88.0,88.0,HIGH,False,True,4.0,—,False,1.0,—,RANGE_BOUND,67.4,False,True,app\data\tick_logs\AUDUSD_otc\2026-06-13.jsonl
auto_ghost_1781306703,737e3ce2-6278-4a0c-8b7b-8103b5fc4e74,GBPUSD_otc,PUT,20.0,60,2026-06-13 03:22:39 UTC,1781320959.841,2026-06-13 03:23:37 UTC,1781321017.395,1.31826,1.31789,win,18.400000000000002,92.0,level3,HIGH,1781320959.841,0.0,1.31826,89.8,89.8,HIGH,False,True,6.0,—,False,2.2,—,TREND_PULLBACK,72.0,True,True,app\data\tick_logs\GBPUSD_otc\2026-06-13.jsonl
auto_ghost_1781306703,ae5ff2ec-e804-4c27-95b0-398ebca2cc59,CADCHF_otc,PUT,20.0,60,2026-06-13 03:22:59 UTC,1781320979.12,2026-06-13 03:23:57 UTC,1781321037.998,0.62211,0.62165,win,17.8,89.0,level3,HIGH,1781320979.12,0.0,0.62211,95.0,95.0,HIGH,True,True,11.0,—,False,5.0,—,TREND_REVERSAL,100.0,True,True,app\data\tick_logs\CADCHF_otc\2026-06-13.jsonl
auto_ghost_1781306703,2cbab103-b37e-4e59-bded-089b23a9e331,AUDUSD_otc,PUT,20.0,60,2026-06-13 03:27:12 UTC,1781321232.381,2026-06-13 03:28:11 UTC,1781321291.17,0.7222,0.72245,loss,-20.0,92.0,level3,HIGH,1781321232.381,0.0,0.7222,87.9,87.9,HIGH,False,True,4.0,—,False,2.3,—,TREND_PULLBACK,77.4,True,True,app\data\tick_logs\AUDUSD_otc\2026-06-13.jsonl
auto_ghost_1781306703,a4247938-3795-4bb0-84bb-0d005c843097,CADCHF_otc,CALL,20.0,60,2026-06-13 03:28:57 UTC,1781321337.198,2026-06-13 03:29:57 UTC,1781321397.271,0.62448,0.62569,win,18.400000000000002,92.0,level3,HIGH,1781321337.198,0.0,0.62448,89.7,89.7,HIGH,True,True,4.0,—,False,1.8,—,TREND_PULLBACK,60.0,True,True,app\data\tick_logs\CADCHF_otc\2026-06-13.jsonl
auto_ghost_1781306703,0b0791dc-1bb0-48ec-9c5d-0442a0636089,CHFJPY_otc,CALL,20.0,60,2026-06-13 03:29:17 UTC,1781321357.228,2026-06-13 03:30:17 UTC,1781321417.284,204.121,204.019,loss,-20.0,92.0,level3,HIGH,1781321357.228,0.0,204.121,84.9,84.9,HIGH,True,True,4.0,—,False,2.1,—,TREND_PULLBACK,70.3,True,True,app\data\tick_logs\CHFJPY_otc\2026-06-13.jsonl
auto_ghost_1781306703,a2fa0055-33ad-4aab-aa48-1486850a74a1,AUDUSD_otc,PUT,20.0,60,2026-06-13 03:29:29 UTC,1781321369.236,2026-06-13 03:30:27 UTC,1781321427.869,0.72271,0.72254,win,18.400000000000002,92.0,level3,HIGH,1781321369.236,0.0,0.72271,90.1,90.1,HIGH,False,True,4.0,—,False,1.8,—,TREND_PULLBACK,60.4,True,True,app\data\tick_logs\AUDUSD_otc\2026-06-13.jsonl
auto_ghost_1781306703,95789025-97a0-4ce8-ac9c-a91bbd476d8b,AUDUSD_otc,CALL,20.0,60,2026-06-13 03:33:51 UTC,1781321631.159,2026-06-13 03:34:50 UTC,1781321690.391,0.72331,0.72313,loss,-20.0,92.0,level3,HIGH,1781321631.159,0.0,0.72331,87.3,87.3,HIGH,False,True,4.0,—,False,1.7,—,TREND_PULLBACK,56.4,True,True,app\data\tick_logs\AUDUSD_otc\2026-06-13.jsonl
auto_ghost_1781306703,efae3934-04e1-4e0e-91e2-597e4843c289,CADCHF_otc,CALL,20.0,60,2026-06-13 03:37:22 UTC,1781321842.003,2026-06-13 03:38:22 UTC,1781321902.213,0.6264,0.62543,loss,-20.0,91.0,level3,HIGH,1781321842.003,0.0,0.6264,86.5,86.5,HIGH,True,True,4.0,—,False,2.0,—,TREND_PULLBACK,66.4,True,True,app\data\tick_logs\CADCHF_otc\2026-06-13.jsonl
auto_ghost_1781306703,36a29472-b42b-4ab5-b565-70851851a696,GBPUSD_otc,PUT,20.0,60,2026-06-13 03:37:36 UTC,1781321856.527,2026-06-13 03:38:32 UTC,1781321912.283,1.31504,1.31535,loss,-20.0,92.0,level3,MEDIUM,1781321856.527,0.0,1.31504,77.5,77.5,MEDIUM,False,True,-2.0,—,False,-10.7,—,STRONG_MOMENTUM,89.2,True,True,app\data\tick_logs\GBPUSD_otc\2026-06-13.jsonl
auto_ghost_1781306703,dd1c3df1-7d15-47d2-b9b1-741544b1c29f,GBPUSD_otc,PUT,20.0,60,2026-06-13 03:44:04 UTC,1781322244.932,2026-06-13 03:45:01 UTC,1781322301.531,1.31671,1.31632,win,18.400000000000002,92.0,level3,MEDIUM,1781322244.932,0.0,1.31671,84.8,84.8,MEDIUM,False,True,-5.0,—,False,5.0,—,TREND_REVERSAL,100.0,True,True,app\data\tick_logs\GBPUSD_otc\2026-06-13.jsonl
auto_ghost_1781306703,38a819f8-280e-417c-beae-d8fae1e93c96,GBPJPY_otc,PUT,20.0,60,2026-06-13 03:51:04 UTC,1781322664.183,2026-06-13 03:52:01 UTC,1781322721.924,210.401,210.288,win,18.400000000000002,92.0,level3,HIGH,1781322664.183,0.0,210.401,86.0,86.0,HIGH,True,True,4.0,—,False,1.0,—,RANGE_BOUND,66.5,False,True,app\data\tick_logs\GBPJPY_otc\2026-06-13.jsonl
